611
id mass x y z v_x v_y v_z
473 0.39 87582.39657969035 -58319.15328036394 105222.62033413128 -0.10184373611102529 -0.07171453394315792 0.12455970842827349
474 0.16 -51822.43353204434 -67543.9333925115 85133.7039915167 -0.05454796607844593 0.060460019480738474 0.08143030491719015
475 4.18 17104.684608954187 60641.526238272905 63007.65778918413 0.015560514846981958 -0.07030680137159093 0.07200816579671701
476 0.3 -72319.29921753082 90373.81257602901 115747.60057488005 0.12586249060614027 0.07368773477543192 0.14584666193614151
477 0.12 74383.48724418544 66317.14616863786 99653.73575816603 0.0533639736194779 -0.005623492829453081 0.05365945724719216
478 0.34 -71654.27830932445 35666.3153941833 80040.12527368683 0.14580022079234306 0.020811177789793904 0.14727800074720732
479 0.42 -129050.6799268069 38274.97852662921 134607.02793979624 -0.09500322198752563 -0.0676514756527258 0.11662904589338981
480 0.93 56564.86034014954 29886.41232943789 63974.84714499753 -0.028060007206866196 0.13441539238485084 0.13731300635563554
481 0.14 -123826.58937255519 53812.67308167065 135014.1771068289 0.021695837676419222 -0.1004787358852745 0.10279438572988449
482 0.87 -125047.69024068843 -31531.717325417252 128961.90922912543 -0.13884808293517084 0.036397066629461926 0.14353932072432826
483 0.11 -71574.8456536288 -105260.77767328544 127290.17969476519 0.10464360752203782 0.10075524173809716 0.1452649418577266
484 0.09 21280.204702686264 -91806.13737514234 94240.19297482225 -0.12255547619658139 0.07231944340109449 0.14230230721817178
485 0.53 -131069.58525557596 11949.907880741535 131613.20783806962 -0.06807518619486728 -0.09382737479093238 0.11592155638889576
486 0.19 75523.19077133262 112779.01445280788 135730.83085736178 0.06804585572108704 0.12965068071833738 0.14642246238724183
487 0.13 -34589.62719496815 95025.35884217679 101124.97778774217 0.0761663312110295 -0.02704938678308782 0.08082684786312858
488 0.54 -31038.449497511247 133010.8429771012 136584.2952051539 0.1145750102260191 0.09192102011967317 0.1468907992630367
489 2.88 -298.6891069527035 -127983.77610501523 127984.12464552501 -0.029330344372650346 -0.06848261604748723 0.07449924698764289
490 0.19 45639.675933646664 -124048.20205465192 132177.67002152835 0.10853216267853545 -0.03876297542600915 0.11524668585064593
491 0.9 130627.89549665646 -39225.545478788306 136390.2140917518 -0.12226295079380199 -0.03336129375289401 0.12673280971269646
492 1.19 -80654.5109736031 -84843.5137144025 117062.25676876843 0.07392782933180944 -0.12259289392827044 0.1431584492491495
493 0.08 -124291.23668903792 37120.34250909066 129715.96411268217 0.008910586279880367 0.0742134329451429 0.07474645260715998
494 0.12 111376.26076134884 -11540.055859206392 111972.51604931263 0.09583457107200853 0.06033640138719298 0.11324639660895314
495 0.16 -113959.5367071117 -79577.61333264165 138994.14574081518 0.07250632417156473 0.12241438259300455 0.14227595759824824
496 0.08 -96848.03362135262 -66429.90970430593 117441.36630525417 -0.04850399933052037 -0.056030069208845706 0.07410807382872098
497 0.1 -122568.77850055188 13896.219581362942 123354.0043199685 -0.1137186497188319 0.08756237859132224 0.1435238706224314
498 0.09 -93852.45826658978 3669.739546793859 93924.1763925736 0.01123941105819532 0.03427264191195272 0.036068522905159585
499 0.13 -131621.4299836958 -56575.775846807344 143265.5549796291 -0.05813870705132987 -0.03192347935204156 0.0663265994269311
500 0.34 -55586.282868844784 -134326.41102645986 145373.37975855367 -0.017536103415805186 -0.13269109386244693 0.13384484044378595
501 0.59 -105569.4017201022 90850.74362110984 139279.41770430026 -0.059973191962582335 -0.10135016530056358 0.11776518908672594
502 0.49 -39861.3374657387 -9760.719120253401 41038.979791193444 0.02106293001215958 0.13249630182151126 0.13416004255020994
503 0.23 48013.97304233197 133868.38350332147 142218.4436319781 -0.07654288035769578 -0.0918617157799867 0.11957168293327475
504 0.25 95594.91821279135 -103871.22582352789 141165.22214126465 -0.04093734476418149 0.04101780656189945 0.05795107118501658
505 0.27 -13643.613152624015 148035.22680218858 148662.62662227475 0.014851313047352259 0.10797936539411576 0.108995893730665
506 0.54 -134630.2952099925 -58609.77989057626 146834.67808100212 -0.06804710258064335 -0.10073907732338448 0.12156796399375716
507 0.33 96397.24031195643 -94646.12912323495 135093.7367081581 -0.09475294831511256 -0.05499878825365533 0.10955814859597075
508 0.12 -91608.39391467287 -119695.45163172585 150728.56058806073 0.08762519699757601 -0.030105945085456096 0.09265280933869463
509 0.14 57814.54867028296 -80540.9988553411 99143.20216013084 -0.010631719237458679 -0.0534179141598292 0.05446564979077208
510 0.08 97242.1773089283 -108400.6050813965 145625.31452255798 -0.07359603881976517 -0.09770404894197045 0.12232112699617896
511 0.3 -86799.77733302618 124059.37811800773 151409.81026370038 0.04346612981073792 0.10826975115550469 0.11666894812244957
512 0.62 -79927.86871982028 83492.2317683137 115582.94408668883 0.12105197456131682 0.05171826830156859 0.13163722809793107
513 0.21 -101234.60145500106 130230.34226623623 164949.64861597595 -0.04832881000232524 0.0976637518180546 0.10896734508750508
514 0.1 5471.522128384459 146446.27565556232 146548.45344726893 0.031231825919559086 -0.1196711668171798 0.12367948543576224
515 0.78 17111.139002199365 -158319.811828059 159241.80950750527 0.09307161303769564 0.057868549900810196 0.10959513776195144
516 1.03 105337.69048231731 -85033.7502425481 135376.39275907943 -0.0794662504620619 -0.01312474422209634 0.08054280770742106
517 0.6 -57108.72233857804 91877.00716722592 108179.437108682 -0.1002112490133326 0.032519132069075966 0.10535553321652431
518 0.35 158006.2073006163 -2341.1808257549005 158023.55100801974 0.10055796144951568 -0.017003299600977153 0.10198537055971739
519 0.46 4716.54319107994 -70830.1654377348 70987.02779811397 0.02502214542008508 0.10279493310935484 0.10579653129654402
520 0.34 -61412.239442934515 172998.45424137186 183575.40228282317 0.08878256021949955 -0.06382160207754191 0.10934139148041407
521 2.91 45486.05658578186 177171.23390091088 182916.99610942727 0.09038777608071213 0.048952742265766465 0.10279261179751935
522 0.09 -71648.39505846033 -62914.54810783158 95350.57880299342 -0.06585979127292915 0.06596878272100386 0.09321691048412199
523 0.21 -52307.49143668881 -176187.14867381076 183787.88049870636 -0.022567580022541816 -0.10599438834392604 0.10837022666985999
524 0.04 -51359.419424025175 77696.57711642988 93137.25387395888 -0.02204846329737582 0.10285040428453535 0.1051871683964736
525 5.54 -45306.82638788355 -148357.27106720352 155121.2055002459 -0.07537974044112293 0.01665651717654501 0.0771980882757054
526 0.21 -86906.39655003799 -74728.9718527292 114617.3677741661 -0.051152277561255476 0.06074523404162151 0.07941372021555906
527 0.01 -128134.15168852311 -128481.43605738475 181454.78841933407 -0.04070665481733275 0.0872469691538139 0.09627598544260159
528 0.16 -32486.39149406168 130830.79751049563 134803.79523417636 -0.06862837318690189 0.04668230921030266 0.0830005518023042
529 0.19 -77830.62106972473 173911.40480771445 190532.89033206788 -0.09936842485585527 0.0069671470226873025 0.09961237370914065
530 0.96 106973.02759103198 157691.26155950283 190551.20730191984 0.0026158696601247364 0.040194917589935646 0.040279947543914195
531 0.44 -36490.725570312345 60843.63235114086 70947.30897171958 -0.08799480026073028 0.0018319963469453139 0.08801386870000114
532 0.3 24263.95089428615 -141607.1042518073 143670.84355422485 -3.625286234431858e-05 0.07277209066485732 0.07277209969489846
533 1.11 123644.98113231148 38237.99615105814 129422.66304190313 0.011015282795447593 -0.10246618917070348 0.10305656882620377
534 0.13 -69398.26524049428 25367.399738711163 73889.26977507329 0.0032155909112195867 0.045199073875802034 0.045313312659068836
535 0.28 81492.9992487659 -155616.959868137 175663.7330958235 0.026324967414993627 -0.039451575051340275 0.04742816339931382
536 0.25 -140993.70990226069 -76309.10960673689 160319.3888491839 0.0009672206610304705 -0.049731193083471056 0.049740597918728355
537 0.11 11971.39243190876 -97504.93105486725 98237.08982239435 -0.03343675304791721 -0.0072273992110815245 0.03420894259903019
538 1.46 24366.474191217 -52132.11803553141 57545.48457856466 -0.016872187599009585 -0.10357563152540364 0.10494085076967101
539 0.12 57129.425190527356 130732.98966453347 142670.5499016075 0.040930139104284245 0.094610749019332 0.10308477150915692
540 0.02 57110.35830019889 -127355.3410997541 139574.2667249655 0.0055618460095543665 -0.06539847116313406 0.06563455005947152
541 0.11 104537.90559457753 159301.60291335147 190539.16761879672 0.061846081736518586 -0.07583209434238607 0.0978541994934948
542 0.1 -78478.90584646213 92090.76208381738 120994.4094743064 -0.004837841168370011 -0.06373768744849494 0.0639210255585156
543 0.13 -159750.2413969972 -102264.51586246958 189679.12597590746 -0.08257068401162143 -0.06264344622426628 0.10364419526919767
544 0.76 -98021.83649201508 83460.51242147438 128739.80566601154 0.022349277570134416 -0.06305264348956914 0.06689638300334047
545 0.34 -111661.59649280428 -131669.59418868212 172641.8088561808 0.10309158288548086 0.013943117236940085 0.10403021186230962
546 0.93 167888.5048004332 -31012.570688704345 170728.81884686887 -0.07489979974561937 -0.06908508304901918 0.10189567557960329
547 0.19 -107247.08171647937 3600.446525255987 107307.50091155061 0.031890228020247546 -0.09578845971006279 0.10095749430730591
548 0.2 76241.37083531002 85678.26569026876 114688.76073329743 -0.03152893495308141 -0.08193985588769653 0.08779643342512333
549 0.2 -162764.49074098273 34261.220154088194 166331.32793499352 0.005642991384195192 0.08662685801096726 0.08681045951159562
550 1.08 -65944.87879765294 -168773.20024243093 181199.1174363408 -0.024996303978542068 -0.06475100853648265 0.06940827269914823
551 0.94 50500.63309685677 179405.5218436911 186377.7218746663 -0.0759440398483771 0.020029176583266854 0.07854084990051721
552 1.11 -51694.3409177122 -41072.12374676045 66024.42148164465 0.06718379151905314 -0.012445835948534836 0.06832686642407537
553 0.17 114295.71779127415 -89009.53166378637 144866.1721466719 -0.0994044904573189 -0.0008967487761083956 0.09940853525450748
554 0.2 -61118.4010108956 153658.98729700406 165367.90292940618 -0.050427085467530726 -0.0895371783139623 0.10276087411644536
555 0.57 -104753.2822153329 -115585.73232451097 155991.38326163622 -0.10047182780956958 0.005419260790078416 0.10061787401305336
556 0.15 89227.73421363637 168103.52908715847 190316.5390722952 -0.047319755089400624 -0.0891454888118101 0.10092609869214908
557 0.12 126065.92296150116 130369.03025233428 181352.42204357017 0.09263729973631135 0.049381585660328416 0.10497718944972542
558 0.25 -113898.4208652887 120894.71980317036 166097.5121785197 0.10177717863236721 -0.019257185558943464 0.1035829777811797
559 0.53 21538.942280928244 -185519.77347565294 186765.92940105198 -0.10006603057373624 0.013308679696580006 0.10094717148117661
560 0.09 -153771.01712498057 -112608.51830119107 190594.34435900964 -0.10189110725442238 0.004479019428099981 0.10198950609042827
561 0.78 190125.68006640224 -7217.399459468354 190262.62133080547 -0.0769625618330184 0.019363882317238786 0.07936117351890062
562 1.83 53899.502768760954 182780.25088320163 190561.73936980581 -0.039685615675730826 -0.07755584170112971 0.08711978347960067
563 3.97 -39431.49947952292 -28433.097262532818 48613.62125108834 0.07002142597600829 -0.06538836688891965 0.0958052118629961
564 0.14 73736.16789545795 -165173.86135339303 180885.12080958197 0.10268374890050047 -0.014476683104689263 0.10369921234982755
565 0.62 -43003.553333788754 143244.15768526925 149560.0023746132 0.015897871143823503 0.00863000539901097 0.018089203965143807
566 0.77 156003.63822102625 83997.4264256384 177179.8599850654 -0.05209688915277179 0.09086105031386622 0.10473689093884313
567 57.3 -151226.36935666963 -40613.2619366724 156584.9668197322 0.08881304044487623 -0.05371747893605946 0.1037946226753063
568 0.15 142195.01043685392 113429.06373207114 181894.40203665217 -0.09270822454551265 -0.031213473773017104 0.09782175547065194
569 0.69 147078.56157120623 -120983.52553165694 190444.52400613725 -0.0389808670998024 0.09547703267724923 0.10312793883669438
570 0.14 -19968.733114647635 85361.35796618798 87665.90977133419 -0.05801890653802859 0.025725089220802924 0.06346631966079935
571 0.2 125032.13091238288 -84204.70453587752 150743.04636189918 0.06365937688994912 0.07996841325982779 0.10221283376030227
572 0.18 -24415.076046982296 46675.94534811809 52675.79911610677 0.04254725069255783 -0.04646217380876821 0.06300001695659732
573 0.1 -159776.14113723315 -103865.54581014377 190568.7982938029 -0.03766158336070336 0.09741521296770383 0.104441938792701
574 0.52 157097.56398148753 -73239.00014378493 173330.88516181672 0.08166281461043744 0.06278898718758336 0.1030110295169463
575 2.69 -108804.85730772567 74247.15030732876 131723.71199793002 0.06723500758471097 -0.07760719742577275 0.10268117323637771
576 0.21 125464.29957631703 75528.47432821573 146443.98554574978 0.06055380254651459 0.08260513155090314 0.10242251100897835
577 0.11 60687.971370866166 159533.44613036315 170686.70218661017 -0.007350184494292729 -0.0201338225396326 0.021433525658592873
578 0.1 98014.55620039828 162841.61268725176 190063.7894227776 0.06538026673516381 0.03567318265079989 0.07447922689447373
579 0.7 122079.62247290976 -146176.47660886246 190449.45927176977 0.04559909506191068 0.039647735587751864 0.06042532918984763
580 0.1 79157.78651234944 134134.89729185269 155750.20332901835 -0.07933913847598956 0.03871441845275688 0.0882808308198751
581 0.08 -176432.791474382 -42429.13098692184 181462.83659126496 0.07388202786504985 -0.058362712443865185 0.09415285574669151
582 0.56 -114475.37313453906 -53754.963263216516 126468.20600341297 0.04196514260913394 0.03697530228005185 0.055930726554427636
583 0.16 -10766.759931278602 87451.4091351191 88111.70228259002 -0.0927286826195913 -0.005056554125636859 0.09286644883912806
584 0.22 57502.86221744509 181511.81584470306 190402.51693304864 -0.011353806166279264 -0.03137900405511079 0.03336990874953213
585 0.23 173341.5597110592 51113.25286869992 180720.3943717542 0.048640398395836726 -0.07358794894255653 0.08821039953247023
586 0.52 -120377.08241124259 120589.09898658382 170388.88685662337 -0.05440912338401747 -0.0033166912335422837 0.05451011968576012
587 0.09 149797.80511505084 87105.9715470875 173282.5227668641 -0.0983016025838064 0.01675680063302577 0.09971958402440106
588 0.04 172100.82523276887 8686.193425204207 172319.88858521267 -0.08771279349786025 -0.0017547605775230335 0.087730344396239
589 0.09 52395.169446636566 9591.693589932964 53265.88370866402 -0.03852735350853019 0.059255637077913 0.07067947010186615
590 0.47 135258.44036257477 -83668.11982962045 159044.6477098174 -0.02523761214970665 0.10158277623911978 0.10467090090118696
591 1.07 -77929.69313647167 -78370.41218615277 110521.3037317789 -0.004301588680091238 0.08577670011656027 0.08588449189498067
592 0.11 -52106.31777152165 -483.8826731456271 52108.56449901651 0.08027674832289942 0.05489347730735212 0.097250450755721
593 0.1 98178.37840282256 110775.6589020951 148021.0815762442 -0.0588970274438015 -0.022491073790365218 0.06304528723036766
594 1.18 156496.7951572351 98770.87396027516 185059.26736416676 0.0839233509789617 -0.058839706716957554 0.10249507269169368
595 1.69 12143.502561605319 149560.89590888296 150053.07807416495 -0.09917797878083118 -0.031633965871846435 0.10410081302195552
596 0.08 -62318.44721390748 170529.94942729705 181560.05208973988 0.07342442224958463 -0.06517479133335755 0.09817789572012631
597 0.47 16794.777247784263 138492.00803664848 139506.63365168625 0.0716801754739225 -0.07528740928447712 0.10395307380131043
598 0.66 143077.92928424527 -34849.428906058936 147260.9131553446 -0.0318836607561359 0.022691360257922462 0.039133945029439385
599 0.33 -166136.43080035353 -91274.8944610705 189558.48701116026 0.05288857375476931 -0.08949621408671588 0.1039556326981321
600 0.76 -115982.9619067523 119633.66415694372 166626.111556021 0.006120432554467068 0.10350995836494327 0.10369074778091857
601 0.12 -94505.27978187059 -129468.79124924772 160291.65859205188 0.0800444792637675 -0.06268201096240808 0.10166687345885655
602 0.11 161109.7138953379 56455.260069785276 170714.78055805457 0.045409884916592785 0.035468100565305 0.05761982129310008
603 0.19 -108731.59198720034 57608.540395603304 123050.00212345738 -0.0009838883209004154 -0.051511553176199334 0.05152094862143375
604 0.08 -75111.09921193396 -156597.5866009788 173679.24848431387 0.08457771766164995 -0.029897906973207516 0.08970660603451869
605 5.74 70722.27064323705 155535.22397018285 170859.13923577577 -0.06969923387830648 -0.02553196780003046 0.07422846208136512
606 1.52 139299.91991114483 43654.30327497215 145980.018775429 -0.09347133327581678 -0.01668228277301394 0.09494834755211705
607 0.23 147752.1393855873 1489.792658386021 147759.65002389185 0.08903496033272712 -0.0013132296150855658 0.08904464460860198
608 0.57 150969.62040862982 -41378.97998887878 156537.6832307346 -0.05713906960368271 0.022533887185986038 0.061421896314630686
609 0.16 128990.83023717065 175579.56002161276 217868.80497826598 -0.07598555625795017 0.008008885589260285 0.07640645920478172
610 0.36 -75502.32565367378 203277.44372845904 216846.30572802073 -0.07237381915819324 -0.03702559844305307 0.08129492382436355
